Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,89307,2022-02-24,0.0915297312,0.1485564048,0.1494026597,21,100
Market-Adjusted Model,89317,2022-02-24,-0.012807315,0.0459626351,0.0450656135,21,100
Market-Adjusted Model,89323,2022-02-24,-0.019851776,0.0425030537,0.038021153,21,100
Market-Adjusted Model,89327,2022-02-24,0.1831282416,0.2340810033,0.2410011701,21,100
Market-Adjusted Model,89330,2022-02-24,0.1507600609,0.2039136555,0.2086329894,21,100
Market-Adjusted Model,89336,2022-02-24,-0.034031832,0.0238159158,0.0238410967,21,100
Market-Adjusted Model,89348,2022-02-24,-0.059018588,-0.003603659,-0.001145659,21,100
Market-Adjusted Model,89349,2022-02-24,0.1569148784,0.2212359134,0.2147878069,21,100
Market-Adjusted Model,89353,2022-02-24,-0.185422023,-0.127902279,-0.127549094,21,100
Market-Adjusted Model,89358,2022-02-24,0.0795688419,0.1406602356,0.1374417704,21,100
Market-Adjusted Model,89369,2022-02-24,-0.081649061,0.0004451106,-0.023776133,21,100
Market-Adjusted Model,89372,2022-02-24,-0.057496094,-0.001252174,0.0003768345,21,100
Market-Adjusted Model,89382,2022-02-24,-0.136685498,-0.08373357,-0.07881257,21,100
Market-Adjusted Model,89387,2022-02-24,0.2370025351,0.2747879598,0.2948754636,21,100
Market-Adjusted Model,89393,2022-02-24,-0.115877406,-0.058252177,-0.058004477,21,100
Market-Adjusted Model,89394,2022-02-24,-0.058267153,0.0568289118,-0.000394225,21,100
Market-Adjusted Model,89395,2022-02-24,-0.071884512,-0.007953004,-0.014011584,21,100
Market-Adjusted Model,89397,2022-02-24,-0.074164422,-0.018006515,-0.016291494,21,100
Market-Adjusted Model,89403,2022-02-24,0.2175182944,0.2603672682,0.275391223,21,100
Market-Adjusted Model,89406,2022-02-24,-0.007066676,0.058249352,0.050806252,21,100
Market-Adjusted Model,89411,2022-02-24,-0.017959178,0.0661528184,0.0399137509,21,100
Market-Adjusted Model,89413,2022-02-24,-0.133717849,-0.065553842,-0.07584492,21,100
Market-Adjusted Model,89416,2022-02-24,-0.077927992,-0.01928389,-0.020055064,21,100
Market-Adjusted Model,89425,2022-02-24,-0.054261018,0.0050077896,0.0036119107,21,100
Market-Adjusted Model,89428,2022-02-24,-0.030258203,0.0291661676,0.027614726,21,100
Market-Adjusted Model,89429,2022-02-24,-0.114801173,-0.06073127,-0.056928244,21,100
Market-Adjusted Model,89436,2022-02-24,-0.030778391,0.0263176092,0.0270945378,21,100
Market-Adjusted Model,89437,2022-02-24,-0.085877491,-0.031474685,-0.028004562,21,100
Market-Adjusted Model,89438,2022-02-24,-0.05747462,-0.001460011,0.0003983082,21,100
Market-Adjusted Model,89443,2022-02-24,-0.12879816,-0.075836642,-0.070925231,21,100
Market-Adjusted Model,89444,2022-02-24,0.0057895895,0.0644640912,0.063662518,21,100
Market-Adjusted Model,89445,2022-02-24,0.4932976532,0.5617895413,0.5511705817,21,100
Market-Adjusted Model,89447,2022-02-24,-0.069161583,-0.007137231,-0.011288655,21,100
Market-Adjusted Model,89449,2022-02-24,-0.269590672,-0.239600444,-0.211717743,21,100
Market-Adjusted Model,89453,2022-02-24,-0.091916546,-0.013792773,-0.034043617,21,100
Market-Adjusted Model,89455,2022-02-24,0.0354994093,0.0947039602,0.0933723378,21,100
Market-Adjusted Model,89456,2022-02-24,-0.032033427,0.0290966189,0.0258395017,21,100
Market-Adjusted Model,89459,2022-02-24,-0.100106525,-0.047254543,-0.042233597,21,100
Market-Adjusted Model,89462,2022-02-24,-0.004687532,0.0683807362,0.0531853965,21,100
Market-Adjusted Model,89467,2022-02-24,-0.037808858,0.0187485114,0.0200640702,21,100
Market-Adjusted Model,89468,2022-02-24,-0.025578708,0.0327018369,0.0322942209,21,100
Market-Adjusted Model,89469,2022-02-24,-0.001634866,0.0555705016,0.0562380623,21,100
Market-Adjusted Model,89470,2022-02-24,-0.004782621,0.0519404668,0.0530903074,21,100
Market-Adjusted Model,89475,2022-02-24,-0.041223638,0.0183168684,0.0166492906,21,100
Market-Adjusted Model,89482,2022-02-24,-0.050049565,0.0120341521,0.0078233635,21,100
Market-Adjusted Model,89489,2022-02-24,-0.045503574,0.0112060242,0.012369355,21,100
Market-Adjusted Model,89490,2022-02-24,-0.052494082,0.0033390362,0.0053788468,21,100
Market-Adjusted Model,89491,2022-02-24,-0.050338361,0.0055630322,0.0075345673,21,100
Market-Adjusted Model,89492,2022-02-24,-0.035432127,0.022090667,0.0224408018,21,100
Market-Adjusted Model,89505,2022-02-24,-0.218749983,-0.178482693,-0.160877055,21,100
Market-Adjusted Model,89506,2022-02-24,-0.055947244,0.0132753932,0.0019256846,21,100
Market-Adjusted Model,89508,2022-02-24,-0.076027154,-0.016044652,-0.018154226,21,100
Market-Adjusted Model,89511,2022-02-24,-0.03370795,0.0228059847,0.0241649789,21,100
Market-Adjusted Model,89512,2022-02-24,-0.04476864,0.0114751894,0.013104289,21,100
Market-Adjusted Model,89513,2022-02-24,-0.040486076,0.0166858767,0.0173868521,21,100
Market-Adjusted Model,89516,2022-02-24,-0.074543526,-0.019819314,-0.016670597,21,100
Market-Adjusted Model,89517,2022-02-24,-0.088916333,-0.034895993,-0.031043405,21,100
Market-Adjusted Model,89525,2022-02-24,-0.077626494,-0.021306547,-0.019753565,21,100
Market-Adjusted Model,89533,2022-02-24,-0.148152245,-0.082687896,-0.090279317,21,100
Market-Adjusted Model,89534,2022-02-24,-0.037325456,0.0192817316,0.0205474723,21,100
Market-Adjusted Model,89540,2022-02-24,-0.039321923,0.0320307244,0.0185510057,21,100
Market-Adjusted Model,89543,2022-02-24,-0.113945547,-0.058429011,-0.056072619,21,100
Market-Adjusted Model,89545,2022-02-24,-0.149329243,-0.095532557,-0.091456314,21,100
Market-Adjusted Model,89546,2022-02-24,0.1177488887,0.1758192809,0.1756218173,21,100
Market-Adjusted Model,89547,2022-02-24,0.0701288362,0.1286544444,0.1280017648,21,100
Market-Adjusted Model,89548,2022-02-24,-0.020979009,0.0571185303,0.036893919,21,100
Market-Adjusted Model,89550,2022-02-24,-0.025802041,0.0316665241,0.0320708879,21,100
Market-Adjusted Model,89551,2022-02-24,-0.021837277,0.0352409381,0.0360356513,21,100
Market-Adjusted Model,89553,2022-02-24,-0.021410757,0.0361385627,0.0364621717,21,100
Market-Adjusted Model,89562,2022-02-24,-0.121678204,-0.069441388,-0.063805276,21,100
Market-Adjusted Model,89570,2022-02-24,0.3151126381,0.3450214881,0.3729855666,21,100
Market-Adjusted Model,89572,2022-02-24,0.022542513,0.0911281318,0.0804154415,21,100
Market-Adjusted Model,89573,2022-02-24,-0.053543348,0.0030882323,0.0043295807,21,100
Market-Adjusted Model,89574,2022-02-24,-0.053721639,0.0039261192,0.00415129,21,100
Market-Adjusted Model,89575,2022-02-24,-0.014242363,0.0441771861,0.0436305656,21,100
Market-Adjusted Model,89576,2022-02-24,-0.021841769,0.0579929081,0.0360311592,21,100
Market-Adjusted Model,89597,2022-02-24,0.1890253114,0.2428870626,0.24689824,21,100
Market-Adjusted Model,89598,2022-02-24,-0.039944451,0.0174094699,0.0179284775,21,100
Market-Adjusted Model,89600,2022-02-24,-0.038700212,0.0175044041,0.0191727169,21,100
Market-Adjusted Model,89602,2022-02-24,-0.046310543,0.0098899497,0.0115623853,21,100
Market-Adjusted Model,89603,2022-02-24,-0.033697081,0.0236439914,0.0241758473,21,100
Market-Adjusted Model,89606,2022-02-24,-0.055944001,0.0180547568,0.0019289273,21,100
Market-Adjusted Model,89611,2022-02-24,-0.156108605,-0.101927607,-0.098235676,21,100
Market-Adjusted Model,89617,2022-02-24,0.0275124046,0.089136975,0.0853853331,21,100
Market-Adjusted Model,89618,2022-02-24,0.3265018365,0.3480259999,0.384374765,21,100
Market-Adjusted Model,89626,2022-02-24,-0.051610346,0.0081633868,0.0062625823,21,100
Market-Adjusted Model,89629,2022-02-24,-0.028501832,0.0282653938,0.0293710961,21,100
Market-Adjusted Model,89630,2022-02-24,0.2618181969,0.3036182429,0.3196911254,21,100
Market-Adjusted Model,89635,2022-02-24,-0.0740075,-0.017984672,-0.016134572,21,100
Market-Adjusted Model,89637,2022-02-24,0.1062116725,0.1680621804,0.164084601,21,100
Market-Adjusted Model,89641,2022-02-24,-0.198844109,-0.155427246,-0.14097118,21,100
Market-Adjusted Model,89643,2022-02-24,0.0179611152,0.076193377,0.0758340438,21,100
Market-Adjusted Model,89648,2022-02-24,0.2137643447,0.2593174117,0.2716372732,21,100
Market-Adjusted Model,89649,2022-02-24,-0.015044605,0.0431182725,0.0428283231,21,100
Market-Adjusted Model,89653,2022-02-24,-0.032048187,0.0262858971,0.0258247414,21,100
Market-Adjusted Model,89655,2022-02-24,-0.041919249,0.0169557495,0.0159536799,21,100
Market-Adjusted Model,89688,2022-02-24,-0.051302874,0.0058973736,0.006570055,21,100
Market-Adjusted Model,89690,2022-02-24,0.033600337,0.0925166455,0.0914732655,21,100
Market-Adjusted Model,89692,2022-02-24,0.0089033813,0.0784645965,0.0667763098,21,100
Market-Adjusted Model,89695,2022-02-24,0.0248041646,0.0863810675,0.0826770931,21,100
Market-Adjusted Model,89698,2022-02-24,0.0234113909,0.0973274318,0.0812843194,21,100
Market-Adjusted Model,89704,2022-02-24,-0.069359989,-0.002839169,-0.01148706,21,100
Market-Adjusted Model,89707,2022-02-24,-0.086204662,-0.030403668,-0.028331734,21,100
Market-Adjusted Model,89708,2022-02-24,-0.061894875,-0.005505144,-0.004021946,21,100
Market-Adjusted Model,89726,2022-02-24,-0.082075735,-0.025370781,-0.024202806,21,100
Market-Adjusted Model,89728,2022-02-24,-0.215658019,-0.161104324,-0.15778509,21,100
Market-Adjusted Model,89730,2022-02-24,-0.11319599,-0.060436605,-0.055323061,21,100
Market-Adjusted Model,89731,2022-02-24,-0.077389192,-0.013947175,-0.019516264,21,100
Market-Adjusted Model,89733,2022-02-24,-0.04246474,0.0147783508,0.0154081883,21,100
Market-Adjusted Model,89736,2022-02-24,-0.036461969,0.0238673508,0.0214109596,21,100
Market-Adjusted Model,89741,2022-02-24,0.0067339021,0.0756828378,0.0646068306,21,100
Market-Adjusted Model,89744,2022-02-24,-0.090196374,-0.033095363,-0.032323446,21,100
Market-Adjusted Model,89745,2022-02-24,-0.050167999,0.0076242069,0.0077049296,21,100
Market-Adjusted Model,89746,2022-02-24,-0.0457658,0.0110005395,0.0121071289,21,100
Market-Adjusted Model,89748,2022-02-24,-0.044394337,0.0151362328,0.0134785913,21,100
Market-Adjusted Model,89753,2022-02-24,-0.05384252,0.0132655935,0.0040304083,21,100
Market-Adjusted Model,89756,2022-02-24,-0.263492078,-0.23480745,-0.20561915,21,100
Market-Adjusted Model,89764,2022-02-24,-0.13290913,-0.084271916,-0.075036201,21,100
Market-Adjusted Model,89766,2022-02-24,0.0101321563,0.068536739,0.0680050848,21,100
Market-Adjusted Model,89773,2022-02-24,-0.062587966,-0.006739395,-0.004715038,21,100
Market-Adjusted Model,89777,2022-02-24,-0.049029341,0.0086108504,0.0088435877,21,100
Market-Adjusted Model,89778,2022-02-24,0.0207555825,0.0778361717,0.078628511,21,100
Market-Adjusted Model,89780,2022-02-24,-0.021568993,0.0360851047,0.0363039351,21,100
Market-Adjusted Model,89781,2022-02-24,0.0279231427,0.0887280819,0.0857960712,21,100
Market-Adjusted Model,89783,2022-02-24,-0.052733557,0.0045011507,0.005139372,21,100
Market-Adjusted Model,89784,2022-02-24,-0.08425962,-0.028105049,-0.026386692,21,100
Market-Adjusted Model,89786,2022-02-24,-0.043608242,0.01288797,0.0142646869,21,100
Market-Adjusted Model,89788,2022-02-24,-0.07793584,-0.023537474,-0.020062912,21,100
Market-Adjusted Model,89789,2022-02-24,-0.092716404,-0.034533589,-0.034843476,21,100
Market-Adjusted Model,89790,2022-02-24,0.668067146,0.6171751622,0.7259400745,21,100
Market-Adjusted Model,89792,2022-02-24,-0.076190448,-0.014832253,-0.01831752,21,100
Market-Adjusted Model,89800,2022-02-24,-0.076635484,-0.01913041,-0.018762555,21,100
Market-Adjusted Model,89803,2022-02-24,0.0313253224,0.1206320132,0.0891982509,21,100
Market-Adjusted Model,89807,2022-02-24,-0.02634727,0.0313610316,0.0315256586,21,100
Market-Adjusted Model,89808,2022-02-24,-0.03947059,0.0174943086,0.0184023382,21,100
Market-Adjusted Model,89809,2022-02-24,-0.032957982,0.0240847349,0.0249149468,21,100
Market-Adjusted Model,89810,2022-02-24,0.0197650018,0.0828763264,0.0776379304,21,100
Market-Adjusted Model,89812,2022-02-24,-0.06830983,-0.01121873,-0.010436901,21,100
Market-Adjusted Model,89814,2022-02-24,-0.012290668,0.0452219936,0.0455822601,21,100
Market-Adjusted Model,89823,2022-02-24,-0.019383747,0.0399736468,0.0384891812,21,100
Market-Adjusted Model,89824,2022-02-24,-0.002362151,0.0697019464,0.0555107773,21,100
Market-Adjusted Model,89826,2022-02-24,-0.123027053,-0.063996968,-0.065154124,21,100
Market-Adjusted Model,89828,2022-02-24,-0.081459755,-0.023563244,-0.023586827,21,100
Market-Adjusted Model,89833,2022-02-24,-0.080808076,-0.012980589,-0.022935147,21,100
Market-Adjusted Model,89841,2022-02-24,-0.100922028,-0.042893979,-0.043049099,21,100
Market-Adjusted Model,89842,2022-02-24,-0.061064517,-0.003060493,-0.003191588,21,100
Market-Adjusted Model,89848,2022-02-24,-0.015796643,0.0410472544,0.042076286,21,100
Market-Adjusted Model,89854,2022-02-24,-0.094606794,-0.038968337,-0.036733865,21,100
Market-Adjusted Model,89855,2022-02-24,0.0082684646,0.0655369829,0.0661413931,21,100
Market-Adjusted Model,89856,2022-02-24,-0.115083505,-0.059497874,-0.057210577,21,100
Market-Adjusted Model,89857,2022-02-24,0.9191246191,1.0089485795,0.9769975476,21,100
Market-Adjusted Model,89858,2022-02-24,-0.038626598,0.0270238944,0.0192463303,21,100
Market-Adjusted Model,89866,2022-02-24,-0.199347057,-0.144276562,-0.141474128,21,100
Market-Adjusted Model,89869,2022-02-24,-0.073880059,-0.015687621,-0.01600713,21,100
Market-Adjusted Model,89875,2022-02-24,-0.056780779,0.0021917778,0.0010921495,21,100
Market-Adjusted Model,89876,2022-02-24,0.0350746549,0.0993855634,0.0929475834,21,100
Market-Adjusted Model,89879,2022-02-24,-0.055913972,0.0010022097,0.0019589562,21,100
Market-Adjusted Model,89880,2022-02-24,-0.040306481,0.0192158597,0.017566447,21,100
Market-Adjusted Model,89881,2022-02-24,0.0195182188,0.0781757677,0.0773911473,21,100
Market-Adjusted Model,89882,2022-02-24,-0.043999289,0.0129446635,0.0138736398,21,100
Market-Adjusted Model,89889,2022-02-24,-0.087508023,0.0672814217,-0.029635095,21,100
Market-Adjusted Model,89891,2022-02-24,-0.040854269,0.024612779,0.0170186595,21,100
Market-Adjusted Model,89892,2022-02-24,-0.059126817,-0.001901611,-0.001253889,21,100
Market-Adjusted Model,89893,2022-02-24,-0.062539935,-0.004717571,-0.004667007,21,100
Market-Adjusted Model,89895,2022-02-24,-0.017821781,0.040354447,0.0400511476,21,100
Market-Adjusted Model,89897,2022-02-24,-0.033035879,0.0240549341,0.0248370494,21,100
Market-Adjusted Model,89898,2022-02-24,0.0327585504,0.0912905978,0.0906314789,21,100
Market-Adjusted Model,89900,2022-02-24,0.0195835831,0.0814609323,0.0774565116,21,100
Market-Adjusted Model,89901,2022-02-24,0.2247347026,0.2696835018,0.2826076311,21,100
Market-Adjusted Model,89908,2022-02-24,-0.203532383,-0.149491775,-0.145659454,21,100
Market-Adjusted Model,89911,2022-02-24,0.0568064836,0.1200947599,0.1146794121,21,100
Market-Adjusted Model,89915,2022-02-24,0.065426723,0.1273879755,0.1232996515,21,100
Market-Adjusted Model,89916,2022-02-24,0.0349755166,0.0967748167,0.0928484451,21,100
Market-Adjusted Model,89921,2022-02-24,-0.063236879,-0.006646782,-0.005363951,21,100
Market-Adjusted Model,89922,2022-02-24,-0.02102104,0.041780539,0.0368518889,21,100
Market-Adjusted Model,89925,2022-02-24,-0.022980497,0.0432217691,0.0348924312,21,100
Market-Adjusted Model,89927,2022-02-24,-0.254392134,-0.20936465,-0.196519206,21,100
Market-Adjusted Model,89935,2022-02-24,0.0208333776,0.0933808106,0.0787063061,21,100
Market-Adjusted Model,89941,2022-02-24,-0.288865588,-0.255719164,-0.230992659,21,100
Market-Adjusted Model,89942,2022-02-24,0.0100000075,0.0673781957,0.067872936,21,100
Market-Adjusted Model,89946,2022-02-24,-0.105849605,-0.042792149,-0.047976677,21,100
Market-Adjusted Model,89948,2022-02-24,-0.036219073,0.0545742784,0.0216538557,21,100
Market-Adjusted Model,89949,2022-02-24,-0.182207914,-0.142017691,-0.124334985,21,100
Market-Adjusted Model,89952,2022-02-24,0.070441297,0.1338368506,0.1283142255,21,100
Market-Adjusted Model,89959,2022-02-24,0.0333757136,0.0899434927,0.0912486421,21,100
Market-Adjusted Model,89960,2022-02-24,0.0454737488,0.1079065853,0.1033466773,21,100
Market-Adjusted Model,89964,2022-02-24,0.010713326,0.0694801985,0.0685862545,21,100
Market-Adjusted Model,89965,2022-02-24,0.1731927891,0.2232221849,0.2310657176,21,100
Market-Adjusted Model,89968,2022-02-24,-0.133834408,-0.079079975,-0.07596148,21,100
Market-Adjusted Model,89970,2022-02-24,-0.165384791,-0.116950406,-0.107511862,21,100
Market-Adjusted Model,89971,2022-02-24,-0.209862415,-0.143189978,-0.151989486,21,100
Market-Adjusted Model,89973,2022-02-24,-0.043429777,0.0170089634,0.0144431514,21,100
Market-Adjusted Model,89976,2022-02-24,0.3174224046,0.3428466443,0.3752953332,21,100
Market-Adjusted Model,89984,2022-02-24,-0.091800759,-0.034928516,-0.033927831,21,100
Market-Adjusted Model,89988,2022-02-24,-0.055208642,0.0026760949,0.0026642866,21,100
Market-Adjusted Model,89992,2022-02-24,-0.090173171,-0.032442927,-0.032300242,21,100
Market-Adjusted Model,89993,2022-02-24,-0.047311404,0.0097367436,0.0105615249,21,100
Market-Adjusted Model,89994,2022-02-24,-0.100530692,-0.044904113,-0.042657764,21,100
Market-Adjusted Model,89995,2022-02-24,-0.025532586,0.0326938131,0.032340342,21,100
Market-Adjusted Model,89996,2022-02-24,-0.08703324,-0.028600136,-0.029160311,21,100
Market-Adjusted Model,89997,2022-02-24,-0.007026954,0.0529513444,0.0508459747,21,100
Market-Adjusted Model,89998,2022-02-24,0.031704511,0.0896276765,0.0895774395,21,100
Market-Adjusted Model,89999,2022-02-24,-0.043862145,0.0166532683,0.0140107834,21,100
Market-Adjusted Model,90000,2022-02-24,-0.01486433,0.0447118569,0.0430085989,21,100
Market-Adjusted Model,90001,2022-02-24,-0.050265411,0.0083966445,0.0076075179,21,100
Market-Adjusted Model,90002,2022-02-24,-0.059806876,-0.00213825,-0.001933948,21,100
Market-Adjusted Model,90003,2022-02-24,-0.083385382,-0.025474284,-0.025512453,21,100
Market-Adjusted Model,90004,2022-02-24,-0.033125591,0.0246323565,0.0247473375,21,100
Market-Adjusted Model,90005,2022-02-24,-0.026780623,0.0329424013,0.0310923052,21,100
Market-Adjusted Model,90012,2022-02-24,0.0567292977,0.1181588102,0.1146022262,21,100
Market-Adjusted Model,90029,2022-02-24,-0.192551528,-0.137600008,-0.134678599,21,100
Market-Adjusted Model,90031,2022-02-24,-0.18446602,-0.127664522,-0.126593092,21,100
Market-Adjusted Model,90037,2022-02-24,-0.101679593,-0.044681303,-0.043806665,21,100
Market-Adjusted Model,90038,2022-02-24,0.0900025571,0.1472570226,0.1478754857,21,100
Market-Adjusted Model,90041,2022-02-24,-0.001806094,0.0570616708,0.0560668344,21,100
Market-Adjusted Model,90042,2022-02-24,-0.033088576,0.0259276669,0.0247843529,21,100
Market-Adjusted Model,90047,2022-02-24,0.0044580158,0.0620731346,0.0623309443,21,100
Market-Adjusted Model,90050,2022-02-24,-0.031055886,0.02754408,0.0268170428,21,100
Market-Adjusted Model,90056,2022-02-24,0.106694691,0.1610198031,0.1645676196,21,100
Market-Adjusted Model,90057,2022-02-24,-0.015137363,0.0421507511,0.0427355658,21,100
Market-Adjusted Model,90063,2022-02-24,-0.088943734,-0.030996081,-0.031070806,21,100
Market-Adjusted Model,90066,2022-02-24,0.0000239444,0.058633625,0.057896873,21,100
Market-Adjusted Model,90068,2022-02-24,-0.001339458,0.0566314456,0.0565334705,21,100
Market-Adjusted Model,90071,2022-02-24,-0.054495182,0.0044562071,0.0033777467,21,100
Market-Adjusted Model,90073,2022-02-24,-0.068254672,-0.011649241,-0.010381744,21,100
Market-Adjusted Model,90077,2022-02-24,0.069782776,0.1349846564,0.1276557046,21,100
Market-Adjusted Model,90081,2022-02-24,0.1584684639,0.2114598142,0.2163413924,21,100
Market-Adjusted Model,90082,2022-02-24,-0.041085663,0.0169158966,0.0167872652,21,100
Market-Adjusted Model,90088,2022-02-24,-0.018779438,0.0484709064,0.0390934908,21,100
Market-Adjusted Model,90090,2022-02-24,-0.083113518,-0.009218723,-0.025240589,21,100
Market-Adjusted Model,90092,2022-02-24,0.0969725395,0.1544546091,0.1548454681,21,100
Market-Adjusted Model,90097,2022-02-24,-0.173035005,-0.116962664,-0.115162077,21,100
Market-Adjusted Model,90098,2022-02-24,-0.120689679,-0.051021408,-0.06281675,21,100
Market-Adjusted Model,90101,2022-02-24,-0.102362202,-0.044662795,-0.044489274,21,100
Market-Adjusted Model,90102,2022-02-24,0.0459279667,0.1038962461,0.1038008952,21,100
Market-Adjusted Model,90103,2022-02-24,-0.032603947,0.0263573697,0.0252689817,21,100
Market-Adjusted Model,90105,2022-02-24,-0.104047807,-0.05004688,-0.046174879,21,100
Market-Adjusted Model,90108,2022-02-24,0.0113109121,0.07000861,0.0691838406,21,100
Market-Adjusted Model,90114,2022-02-24,-0.110870283,-0.055811,-0.052997354,21,100
Market-Adjusted Model,90118,2022-02-24,0.1568750147,0.2085494068,0.2147479432,21,100
Market-Adjusted Model,90120,2022-02-24,0.0138442449,0.0834304287,0.0717171734,21,100
Market-Adjusted Model,90121,2022-02-24,-0.03665689,0.0207954979,0.0212160381,21,100
Market-Adjusted Model,90125,2022-02-24,0.2207207127,0.2689738925,0.2785936412,21,100
Market-Adjusted Model,90126,2022-02-24,0.03131802,0.1054504702,0.0891909485,21,100
Market-Adjusted Model,90160,2022-02-24,-0.017279819,0.0407090679,0.0405931098,21,100
Market-Adjusted Model,90161,2022-02-24,-0.022787807,0.0359369285,0.035085122,21,100
Market-Adjusted Model,90162,2022-02-24,-0.135944728,-0.084505546,-0.0780718,21,100
Market-Adjusted Model,90164,2022-02-24,-0.106359107,-0.04900753,-0.048486178,21,100
Market-Adjusted Model,90170,2022-02-24,-0.150652399,-0.08533029,-0.09277947,21,100
Market-Adjusted Model,90175,2022-02-24,0.1251166173,0.1993299233,0.1829895458,21,100
Market-Adjusted Model,90177,2022-02-24,-0.022682041,0.0483080805,0.0351908875,21,100
Market-Adjusted Model,90178,2022-02-24,0.0875101486,0.1434281814,0.1453830771,21,100
Market-Adjusted Model,90179,2022-02-24,0.0895176424,0.1491641485,0.147390571,21,100
Market-Adjusted Model,90188,2022-02-24,0.0516330761,0.1129871304,0.1095060046,21,100
Market-Adjusted Model,90194,2022-02-24,0.1032863414,0.1623452563,0.1611592699,21,100
Market-Adjusted Model,90199,2022-02-24,-0.153697993,-0.10221185,-0.095825064,21,100
Market-Adjusted Model,90202,2022-02-24,-0.076326934,-0.020772209,-0.018454005,21,100
Market-Adjusted Model,90205,2022-02-24,0.02978723,0.0876678904,0.0876601585,21,100
Market-Adjusted Model,90213,2022-02-24,0.2233560445,0.2764117918,0.281228973,21,100
Market-Adjusted Model,90214,2022-02-24,0.0054347778,0.0646213018,0.0633077063,21,100
Market-Adjusted Model,90215,2022-02-24,-0.079473851,-0.01612421,-0.021600923,21,100
Market-Adjusted Model,90219,2022-02-24,0.2191943747,0.2631087277,0.2770673032,21,100
Market-Adjusted Model,90223,2022-02-24,4.636542E-10,0.0734722208,0.057872929,21,100
Market-Adjusted Model,90227,2022-02-24,-0.145730457,-0.093078437,-0.087857528,21,100
Market-Adjusted Model,90228,2022-02-24,-0.124056917,-0.065359434,-0.066183989,21,100
Market-Adjusted Model,90244,2022-02-24,-0.094489055,-0.039196958,-0.036616126,21,100
Market-Adjusted Model,90248,2022-02-24,-0.10391356,-0.047155551,-0.046040631,21,100
Market-Adjusted Model,90249,2022-02-24,0.0191682132,0.0836316416,0.0770411417,21,100
Market-Adjusted Model,90253,2022-02-24,-0.070925798,-0.010910052,-0.01305287,21,100
Market-Adjusted Model,90256,2022-02-24,-0.07844351,-0.019911483,-0.020570581,21,100
Market-Adjusted Model,90257,2022-02-24,-0.059292335,-0.00163405,-0.001419406,21,100
Market-Adjusted Model,90258,2022-02-24,-0.041836665,0.0156267245,0.0160362639,21,100
Market-Adjusted Model,90259,2022-02-24,-0.045118248,0.013434783,0.0127546804,21,100
Market-Adjusted Model,90260,2022-02-24,-0.061819335,-0.002906966,-0.003946407,21,100
Market-Adjusted Model,90261,2022-02-24,-0.030383087,0.0280567276,0.027489842,21,100
Market-Adjusted Model,90263,2022-02-24,-0.01996982,0.0397548821,0.0379031088,21,100
Market-Adjusted Model,90264,2022-02-24,-0.03557577,0.0247417924,0.0222971585,21,100
Market-Adjusted Model,90265,2022-02-24,-0.005369066,0.0537609975,0.052503863,21,100
Market-Adjusted Model,90266,2022-02-24,-0.061881192,-0.002672144,-0.004008263,21,100
Market-Adjusted Model,90267,2022-02-24,0.016688076,0.07449403,0.0745610045,21,100
Market-Adjusted Model,90269,2022-02-24,-0.062138711,-0.005372985,-0.004265782,21,100
Market-Adjusted Model,90276,2022-02-24,-0.109992657,-0.049192243,-0.052119729,21,100
Market-Adjusted Model,90285,2022-02-24,-0.106770792,-0.00261854,-0.048897864,21,100
Market-Adjusted Model,90288,2022-02-24,-0.149321267,-0.078758358,-0.091448339,21,100
Market-Adjusted Model,90291,2022-02-24,-0.030982236,0.0275639291,0.0268906928,21,100
Market-Adjusted Model,90298,2022-02-24,0.3430457037,0.4366989102,0.4009186322,21,100
Market-Adjusted Model,90300,2022-02-24,0.0820583561,0.1388493014,0.1399312846,21,100
Market-Adjusted Model,90302,2022-02-24,-0.096830095,-0.043513485,-0.038957166,21,100
Market-Adjusted Model,90303,2022-02-24,-0.045719697,0.0140822417,0.012153232,21,100
Market-Adjusted Model,90305,2022-02-24,-0.014460759,0.045308714,0.0434121691,21,100
Market-Adjusted Model,90306,2022-02-24,-0.054331895,0.0035448288,0.003541034,21,100
Market-Adjusted Model,90307,2022-02-24,0.0861656883,0.1437032078,0.1440386168,21,100
Market-Adjusted Model,90312,2022-02-24,0.1513389389,0.2026417695,0.2092118674,21,100
Market-Adjusted Model,90313,2022-02-24,-0.114963523,-0.063087284,-0.057090594,21,100
Market-Adjusted Model,90314,2022-02-24,0.0510203537,0.1164507098,0.1088932822,21,100
Market-Adjusted Model,90319,2022-02-24,-0.049996739,0.0105638992,0.00787619,21,100
Market-Adjusted Model,90325,2022-02-24,-0.369318231,-0.349593961,-0.311445303,21,100
Market-Adjusted Model,90329,2022-02-24,-0.027896904,0.0297338045,0.0299760242,21,100
Market-Adjusted Model,90340,2022-02-24,0.029377204,0.088785522,0.0872501325,21,100
Market-Adjusted Model,90346,2022-02-24,-0.208244938,-0.158847028,-0.150372009,21,100
Market-Adjusted Model,90347,2022-02-24,0.142705479,0.1936190075,0.2005784076,21,100
Market-Adjusted Model,90348,2022-02-24,-0.022950646,0.0360066208,0.0349222828,21,100
Market-Adjusted Model,90349,2022-02-24,-0.064436797,-0.006308942,-0.006563868,21,100
Market-Adjusted Model,90350,2022-02-24,0.0011496696,0.0598365212,0.0590225982,21,100
Market-Adjusted Model,90353,2022-02-24,0.0885935655,0.1500224286,0.146466494,21,100
